a,b,c,alpha,beta,gamma,volume,volume_per_atom,b_over_a,c_over_a,angle_deviation,angle_mean,angle_std,space_group_number,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,std_coordination,min_coordination,max_coordination
-0.5360899570510675,0.759577671699146,-0.579405639910634,-1.5734812965020248,-1.9773522666761876,-2.219100208536097,-1.0460666256172289,-0.8036813354008749,0.8976486337483096,-0.2782382668267245,2.9273197083214684,-2.3950782677327225,-0.588229708808707,-0.4083990715245906,0.9008516980201845,-0.6261990802599284,1.267112994633043,0.20438803193612815,-0.8708413423449841,1.3811237684177438,0.532508316797881
-0.5192626653595123,0.35082855302182214,0.09127560917419202,0.05128122922643275,-0.7695927492163888,-1.846760797829802,-0.08231314630115331,-1.0878802578598323,0.5364113934329277,0.2848313977479829,0.1804767061602525,-1.105678807752609,0.48242011011142455,-0.4083990715245906,0.9520406949594242,0.14911806594350943,0.33818639341564416,0.4936779801177233,-0.8708413423449841,1.3811237684177438,0.532508316797881
-0.6061585832265086,0.4843549612948184,0.09968026405829396,1.5567083599153697,0.7789743402941459,-0.7996848307156373,0.008131151298157939,-0.783859982314636,0.7249474024153708,0.35613633556146135,0.7624929504464608,0.7548635101048083,1.3499626567283725,-0.47746786209641934,0.6100775328597512,-0.4824708176602119,0.794327185088896,-0.0011566754985286392,0.9129811869904693,-0.7240480707573586,0.532508316797881
-0.5457390471421506,-0.08966724663445064,3.111253304996205,0.5838094173837127,-0.8055987422130227,0.04341931591191508,2.376066999902712,-1.218680899320895,0.1833920169753652,2.8421471990947835,-0.9027674491007195,-0.0034548884685809697,-0.2202661200355042,-0.5983382455971197,0.9874495670403295,-0.0420096848018607,0.7253174027641555,0.890059662877112,-0.8708413423449841,1.3811237684177438,0.532508316797881
1.1132190925925949,0.5044169036528415,-1.3725574523066248,1.1782538303081604,2.321911280245483,-0.6688491260851095,-0.6707077741887515,1.2992096975082603,-0.3584805822807863,-1.4970187391838325,1.638168016776987,1.318316361797395,1.8858534604644133,-0.4083990715245906,-1.488104979691468,-0.7056008428362598,-0.7439901229684839,-1.4713742319640355,-0.8708413423449841,-0.7240480707573586,-1.8779049424303351
2.5261344528459047,0.3706643391484744,-0.7184876813260644,-0.5878960279183306,0.007101027402134811,0.06328447514043818,1.3905534664469368,0.012704108560283025,-0.954518931756664,-1.4378150095164122,-1.4285859868138604,-0.27486954731912683,-0.858239211061894,-0.4083990715245906,0.14579694866733137,1.3804712771017997,-1.7279467519580656,0.9768542989369426,1.336066695151466,-0.7240480707573586,0.532508316797881
-0.6227874824115162,2.7472082501764037,0.5182410116197911,-2.053216102324987,0.019965648165869,0.05155696416697565,1.2808636279432055,1.3097448982121187,2.70021880765202,0.734805037572045,0.03216608946327589,-1.0308162107256833,1.6048491172522734,-0.4083990715245906,-1.692569080114898,-1.503059487850426,-0.24334571405849978,-1.845103852652597,-0.8708413423449841,-0.7240480707573586,-1.8779049424303351
-0.49076628714659115,0.47673161166229433,0.031485774998676844,-0.4246427625824964,-0.32234954784066866,-0.6207393308183947,0.42833875852064857,-1.0783257392833299,0.6188835218980716,0.2136159464760042,-0.7613733944031921,-0.6267226814635977,-1.4652488861697133,-0.5810710479541625,0.7857810616495341,0.8241425081580313,-1.6101079375731624,0.6864904363414547,0.7911371724007187,-0.7240480707573586,0.532508316797881
-0.47956612836796875,-0.16317744500690148,-1.0281963420552684,1.5400804591077641,1.1805548894919753,0.04888393689104024,-1.0302499026872933,-0.7150705441732503,0.07262307516070193,-0.6918082115587263,0.3189457446367137,1.284407241638779,0.2566343673501198,0.6103655894098837,0.37844560293166574,0.9905515854283222,-0.8605827139576142,0.21879371615480256,1.23141366919908,-0.7240480707573586,0.532508316797881
-0.6344746046152968,-0.06398909119733591,-1.0112083456228613,0.04020609851295404,0.02737856960768368,0.051853967197634125,-0.6795832535537584,1.2494861705462241,0.2738638083479164,-0.5966896586694188,-2.079531698296329,0.052119844206107664,-1.9092045413175165,0.47222800826622613,-0.706349747708327,0.6071622306098519,-0.46174840086699415,-0.6398304947468624,1.23141366919908,-0.7240480707573586,0.532508316797881
