num_atoms,a,b,c,alpha,beta,gamma,volume,volume_per_atom,density,b_over_a,c_over_a,angle_deviation,space_group_number,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,mean_coordination,std_coordination,min_coordination,max_coordination
-0.9012686195382547,-0.5261499108830173,0.7431815507570665,-0.5728179799543657,-1.5578255501088474,-1.9607134730569986,-2.6631556397169605,-1.0405627447246368,-0.7982479851011652,0.7834908561584196,0.8804530231865542,-0.28281438059417674,3.475583768929593,-0.40725438976507466,0.9024481703054538,-0.6196430665948953,1.2605946107399018,0.1971045986678314,1.0303745434319942,-0.8703737526409511,1.3772927470521608,0.5356513910576413
0.21712338649363072,-0.5097349711940669,0.3412738384831337,0.07233707194608666,0.05019391304947891,-0.7607600310126316,-1.8176724249117655,-0.08917485359695825,-1.077968291128849,1.1349155832008988,0.5246512465140608,0.26032416550102017,0.1784675759743432,-0.40725438976507466,0.9534734987997412,0.15160458023632717,0.3375584971792145,0.47955703124319304,1.0303745434319942,-0.8703737526409511,1.3772927470521608,0.5356513910576413
0.21712338649363072,-0.5945015086231749,0.4725653589414804,0.0804218448025772,1.5401077239487455,0.7777982518506996,-0.7867503960140457,0.00010898444282377942,-0.7787389915300647,0.7598248239765458,0.710350392327843,0.32910510450378666,0.754368594453626,-0.4755407250751898,0.6126037079774588,-0.47666920763152715,0.7908068195232937,-0.0035819546771404523,0.5194026512511881,0.9128628518333756,-0.7043673329217129,0.5356513910576413
3.013103401573344,-0.5355625504688555,-0.09184919717994182,3.287737793766139,0.5772344360043143,-0.7965333075680568,0.04334662150119759,2.337662665627173,-1.2067076795175917,1.304652519346048,0.176943681165162,3.050442085493661,-0.8933949680713313,-0.5950418118678913,0.9887691568038426,-0.038519975538468754,0.7222346404176271,0.866570030579848,1.0303745434319942,-0.8703737526409511,1.3772927470521608,0.5356513910576413
-0.9012686195382547,1.0827428969790827,0.4922915161084387,-1.3357823529549804,1.1655531414223086,2.522533824566129,-0.6579331809253336,-0.6700199931383392,1.2715041384423844,-1.2480033457529236,-0.3567754707615755,-1.4584533741550314,1.6208429712558503,-0.40725438976507466,-1.4788702091804407,-0.6986280636907526,-0.737755746767253,-1.4390501686574357,-1.5244849174720339,-0.8703737526409511,-0.7043673329217129,-1.8633578905100738
1.335515392525516,2.4610348318475506,0.36077762469095476,-0.7066065445970074,-0.5823966678024018,0.010913764303875426,0.06290530768963953,1.3647939161025064,0.005272254333733661,-0.11058366804330885,-0.943845351827289,-1.401345293791186,-1.4136887474583077,-0.40725438976507466,0.149807585012644,1.3764946412575132,-1.7154729329739422,0.95131323110821,-0.06456522552687337,1.3358093908348638,-0.7043673329217129,0.5356513910576413
0.7763193895095734,-0.6107229174047509,2.6975443178903564,0.48305212734738756,-2.03261672278926,0.023695237554863163,0.05135872483758172,1.2565114700497486,1.281873317675891,-1.2562116442371998,2.6559002885123593,0.694369975267386,0.03171525411805218,-0.40725438976507466,-1.6826805690860678,-1.4919009926129374,-0.24028601248411355,-1.8039464989740632,-1.5244849174720339,-0.8703737526409511,-0.7043673329217129,-1.8633578905100738
0.7763193895095734,-0.4819368954078505,0.4650696045271674,0.014822844996608858,-0.42082571578498357,-0.3164074830397684,-0.6105656075076087,0.41492505292012377,-1.0685643397097424,1.1227208050073982,0.6058824335540279,0.19162954546214603,-0.7534865361218298,-0.5779702280403625,0.7877454534729963,0.8230859413294349,-1.5983813553251882,0.6678122666343554,0.6045646332813231,0.7910588588467574,-0.7043673329217129,0.5356513910576413
-0.9012686195382547,-0.4710111960007367,-0.1641290243567624,-1.0045276619078296,1.5236511724794113,1.1767832776789413,0.048726936133462004,-1.0249489607064035,-0.7110335881390308,0.6785104491190909,0.06784145719904941,-0.6817450860159876,0.3154817247533701,0.5999690560591235,0.3817123832582939,0.9886215674722763,-0.85360900354291,0.2111697971859732,0.1787547231306511,1.2311907398321655,-0.7043673329217129,0.5356513910576413
-0.9012686195382547,-0.6221236472208704,-0.06660082786102893,-0.9881862303634267,0.039232910772354315,0.03106024728661723,0.051651145804705124,-0.6787815942915858,1.222564191526839,-1.209047307399421,0.26605416180384983,-0.5899934684572635,-2.057794993457047,0.4633963854388933,-0.6996145116832718,0.6072445539858502,-0.4573037692785981,-0.6271603921679927,-0.6728650971706919,1.2311907398321655,-0.7043673329217129,0.5356513910576413
